Syringe,H2O_mL,air_mL,eq_temp,ResetTime,DATETIME,samplenum,ENDTIME,CO2_ppm,delCO2,CH4,delCH4,batch
NI7,70,70,22.7,2023-08-04 22:00:22,2023-08-04T22:00:22Z,15,2023-08-04T22:01:02Z,1002.5693030373461,-15.482908392264957,-0.0010970670746,713716.2093,2
NI24,70,70,22.7,2023-08-04 22:02:28,2023-08-04T22:02:28Z,16,2023-08-04T22:03:08Z,969.4797154413461,-14.962109160474359,-0.0010970670746,713716.2093,2
NI13,70,70,22.7,2023-08-04 22:04:17,2023-08-04T22:04:17Z,17,2023-08-04T22:04:57Z,964.5693537174872,-15.319430605423078,-0.0010970670746,713716.2093,2
NI108,70,70,22.7,2023-08-04 22:06:10,2023-08-04T22:06:10Z,18,2023-08-04T22:06:50Z,2029.7890360923845,-16.419004100846156,-0.0010970670746,713716.2093,2
NI127,70,70,22.7,2023-08-04 22:08:09,2023-08-04T22:08:09Z,19,2023-08-04T22:08:49Z,1788.4258131220897,-16.118614078384617,-0.0010970670746,713716.2093,2
NI102,70,70,22.7,2023-08-04 22:10:10,2023-08-04T22:10:10Z,20,2023-08-04T22:10:50Z,2001.8035880639231,-16.3609674760641,-0.0010970670746,713716.2093,2
NI12,70,70,22.7,2023-08-04 22:12:01,2023-08-04T22:12:01Z,21,2023-08-04T22:12:41Z,1326.2604208330642,-15.449906688564102,-0.0010970670746,713716.2093,2
NI1,70,70,22.7,2023-08-04 22:13:56,2023-08-04T22:13:56Z,22,2023-08-04T22:14:36Z,2144.372268252077,-16.283504277025642,-0.0010970670746,713716.2093,2
NI91,70,70,22.7,2023-08-04 22:15:52,2023-08-04T22:15:52Z,23,2023-08-04T22:16:32Z,1996.1579089274103,-16.40578096998718,-0.0010970670746,713716.2093,2
NI17,70,70,22.7,2023-08-04 22:17:54,2023-08-04T22:17:54Z,24,2023-08-04T22:18:34Z,1324.0807741157307,-15.242335578435897,-0.0010970670746,713716.2093,2
NI110,70,70,22.7,2023-08-04 22:19:54,2023-08-04T22:19:54Z,25,2023-08-04T22:20:34Z,1321.3431403151153,-15.61327623726923,-0.0010970670746,713716.2093,2
NI8,70,70,22.7,2023-08-04 22:21:49,2023-08-04T22:21:49Z,26,2023-08-04T22:22:29Z,1997.6677123478078,-16.20124589424359,-0.0010970670746,713716.2093,2
NI66,70,70,22.7,2023-08-04 22:23:49,2023-08-04T22:23:49Z,27,2023-08-04T22:24:29Z,1971.291729839846,-16.225603565102563,-0.0010970670746,713716.2093,2
NI9,70,70,22.7,2023-08-04 22:25:40,2023-08-04T22:25:40Z,28,2023-08-04T22:26:20Z,1300.8439326982436,-15.867026424538462,-0.0010970670746,713716.2093,2
NI18,70,70,22.7,2023-08-04 22:27:35,2023-08-04T22:27:35Z,29,2023-08-04T22:28:15Z,1002.2756148481154,-15.094628374397436,-0.0010970670746,713716.2093,2
NI88,70,70,22.7,2023-08-04 22:29:33,2023-08-04T22:29:33Z,30,2023-08-04T22:30:13Z,1515.202613649641,-15.90114727373077,-0.0010970670746,713716.2093,2
NI117,70,70,22.7,2023-08-04 22:31:24,2023-08-04T22:31:24Z,31,2023-08-04T22:32:04Z,1543.073202188064,-16.74804816455128,-0.0010970670746,713716.2093,2
NI21,70,70,22.7,2023-08-04 22:33:25,2023-08-04T22:33:25Z,32,2023-08-04T22:34:05Z,1555.6765329814616,-15.944185925602564,-0.0010970670746,713716.2093,2
U033,70,70,22.7,2023-08-04 22:36:57,2023-08-04T22:36:57Z,33,2023-08-04T22:37:37Z,1434.5082586752478,-9.238826417186324,-0.0010970670746,713716.2093,2
28,70,70,22.7,2023-08-04 22:38:19,2023-08-04T22:38:19Z,34,2023-08-04T22:38:59Z,1324.8687210220642,-8.929205285217948,-0.0010970670746,713716.2093,2
92,70,70,22.7,2023-08-04 22:40:08,2023-08-04T22:40:08Z,35,2023-08-04T22:40:48Z,1499.1059165603974,-10.729382131505128,-0.0010970670746,713716.2093,2
86,70,70,22.7,2023-08-04 22:41:59,2023-08-04T22:41:59Z,36,2023-08-04T22:42:39Z,1509.1172487365768,-10.86089743791282,-0.0010970670746,713716.2093,2
U028,70,70,22.7,2023-08-04 22:43:55,2023-08-04T22:43:55Z,37,2023-08-04T22:44:35Z,1594.3940741660897,-11.343252492423076,-0.0010970670746,713716.2093,2
83,70,70,22.7,2023-08-04 22:45:53,2023-08-04T22:45:53Z,38,2023-08-04T22:46:33Z,1491.4121862941026,-9.847241880928205,-0.0010970670746,713716.2093,2
33,70,70,22.7,2023-08-04 22:47:51,2023-08-04T22:47:51Z,39,2023-08-04T22:48:31Z,1581.3940742786026,-11.321761511089743,-0.0010970670746,713716.2093,2
81,70,70,22.7,2023-08-04 22:49:47,2023-08-04T22:49:47Z,40,2023-08-04T22:50:27Z,1547.4146532252564,-11.298070262371795,-0.0010970670746,713716.2093,2
8G,70,70,22.7,2023-08-04 22:51:39,2023-08-04T22:51:39Z,41,2023-08-04T22:52:19Z,1086.7411283287179,-10.30083738278718,-0.0010970670746,713716.2093,2
U013,70,70,22.7,2023-08-04 22:53:30,2023-08-04T22:53:30Z,42,2023-08-04T22:54:10Z,1547.1721551796281,-11.328006292935898,-0.0010970670746,713716.2093,2
2,70,70,22.7,2023-08-04 22:55:25,2023-08-04T22:55:25Z,43,2023-08-04T22:56:05Z,2060.3779936121027,-10.381211249935898,-0.0010970670746,713716.2093,2
144,70,70,22.7,2023-08-04 22:57:19,2023-08-04T22:57:19Z,44,2023-08-04T22:57:59Z,1471.6670713644614,-10.251804240738462,-0.0010970670746,713716.2093,2
014,70,70,22.7,2023-08-04 22:59:08,2023-08-04T22:59:08Z,45,2023-08-04T22:59:48Z,1578.4096726094872,-9.26410860013077,-0.0010970670746,713716.2093,2
73,70,70,22.7,2023-08-04 23:00:58,2023-08-04T23:00:58Z,46,2023-08-04T23:01:38Z,982.8172090214231,-11.071727198961538,-0.0010970670746,713716.2093,2
029,70,70,22.7,2023-08-04 23:02:59,2023-08-04T23:02:59Z,47,2023-08-04T23:03:39Z,1025.057162579628,-10.776018710784616,-0.0010970670746,713716.2093,2
U025,70,70,22.7,2023-08-04 23:05:01,2023-08-04T23:05:01Z,48,2023-08-04T23:05:41Z,1496.7047226113718,-10.103321858025641,-0.0010970670746,713716.2093,2
BH12,70,70,22.7,2023-08-04 23:06:56,2023-08-04T23:06:56Z,49,2023-08-04T23:07:36Z,1015.6590940560128,-10.84227189247436,-0.0010970670746,713716.2093,2
79,70,70,22.7,2023-08-04 23:08:36,2023-08-04T23:08:36Z,50,2023-08-04T23:09:16Z,1078.8951194388846,-11.182616753589743,-0.0010970670746,713716.2093,2
55,70,70,22.7,2023-08-04 23:13:08,2023-08-04T23:13:08Z,51,2023-08-04T23:13:48Z,1376.882272992141,-9.75924696025641,-0.0010970670746,713716.2093,2
74,70,70,22.7,2023-08-04 23:15:16,2023-08-04T23:15:16Z,52,2023-08-04T23:15:56Z,1036.6433283439785,-10.876346218547008,-0.0010970670746,713716.2093,2
95,70,70,22.7,2023-08-04 23:17:13,2023-08-04T23:17:13Z,53,2023-08-04T23:17:53Z,2041.6620273036153,-10.12186849189359,-0.0010970670746,713716.2093,2
BH05,70,70,22.7,2023-08-04 23:19:02,2023-08-04T23:19:02Z,54,2023-08-04T23:19:42Z,2149.0826596659745,-9.84567601421282,-0.0010970670746,713716.2093,2
37,70,70,22.7,2023-08-04 23:20:56,2023-08-04T23:20:56Z,55,2023-08-04T23:21:36Z,2194.1573945078208,-11.39752044023077,-0.0010970670746,713716.2093,2
U030,70,70,22.7,2023-08-04 23:22:48,2023-08-04T23:22:48Z,56,2023-08-04T23:23:28Z,2116.5294121208844,-11.363827736051283,-0.0010970670746,713716.2093,2
BH20,70,70,22.7,2023-08-04 23:24:45,2023-08-04T23:24:45Z,57,2023-08-04T23:25:25Z,2086.7909792224104,-10.52980719948718,-0.0010970670746,713716.2093,2
70,70,70,22.7,2023-08-04 23:26:25,2023-08-04T23:26:25Z,58,2023-08-04T23:27:05Z,1977.814426003641,-10.521234657320512,-0.0010970670746,713716.2093,2
34,70,70,22.7,2023-08-04 23:28:18,2023-08-04T23:28:18Z,59,2023-08-04T23:28:58Z,1502.2395512101282,-10.670683326507692,-0.0010970670746,713716.2093,2
126,70,70,22.7,2023-08-04 23:30:15,2023-08-04T23:30:15Z,60,2023-08-04T23:30:55Z,2030.0784218915512,-10.516373533666666,-0.0010970670746,713716.2093,2
98,70,70,22.7,2023-08-04 23:32:06,2023-08-04T23:32:06Z,61,2023-08-04T23:32:46Z,1098.6587465514358,-11.155773346064102,-0.0010970670746,713716.2093,2
32,70,70,22.7,2023-08-04 23:34:06,2023-08-04T23:34:06Z,62,2023-08-04T23:34:46Z,1375.3822618766965,-9.31263766970983,-0.0010970670746,713716.2093,2
J01,70,70,22.7,2023-08-04 23:35:58,2023-08-04T23:35:58Z,63,2023-08-04T23:36:38Z,1144.4405689761923,-12.303478796230769,-0.0010970670746,713716.2093,2
BH21,70,70,22.7,2023-08-04 23:38:09,2023-08-04T23:38:09Z,64,2023-08-04T23:38:49Z,1535.4507986468975,-11.012342969846154,-0.0010970670746,713716.2093,2
