Syringe,Treatment,batch,equilpressure,replicate,volwater,volair,equiltemp,run_datetime,samplenum,CO2_ppm,delCO2,CH4,delCH4,rundate,CO2_conc_air,sample_datetime,kH_CO2,CO2_mol_water,CO2_mol_air,CO2_conc_umolL,AF,CO2_13C_umolL
82,8,1,0.89768806,8,70,70,22.5,2023-07-13T21:46:20Z,13,996.8923355975936,-13.31123790153125,0.7352581925821875,-44.6860951416875,2023-07-13,996.8923355975936,2023-07-13T14:40:00Z,31.042683191275625,32.11360079459126,37.71348507050517,69.82708586509642,0.010966031775649194,0.765726042397632
71,1,2,0.89434596,NA,70,70,22.4,2023-07-17T21:32:32Z,11,427.1875804297265,-13.454539870692308,-0.0010970670746,-152.32598676,2023-07-17,427.1875804297265,2023-07-17T11:03:00Z,31.128063596187694,13.723551389879738,16.10623563081215,29.82978702069189,0.010964456584090867,0.32706740470105344
BH21,1,2,0.89434596,NA,70,70,22.4,2023-07-17T21:10:54Z,3,418.2203166312692,-12.591487503196582,-0.0010970670746,-152.32598676,2023-07-17,418.2203166312692,2023-07-17T11:03:00Z,31.128063596187694,13.435474883907952,15.768143255663237,29.20361813957119,0.010973943278076352,0.3204788489782559
U018,2,2,0.89434596,NA,70,70,22.4,2023-07-17T21:27:04Z,9,1092.1070728083334,-14.762657442423077,-0.0010970670746,-152.32598676,2023-07-17,1092.1070728083334,2023-07-17T11:07:00Z,31.128063596187694,35.084324131941365,41.17566767983579,76.25999181177717,0.010950077374876454,0.8350528109464048
U048,2,2,0.89434596,NA,70,70,22.4,2023-07-17T21:29:57Z,10,985.6893107713076,-13.40904580876923,-0.0010970670746,-152.32598676,2023-07-17,985.6893107713076,2023-07-17T11:07:00Z,31.128063596187694,31.66561606781177,37.1634032105648,68.82901927837658,0.010964956660542109,0.7547072133750165
U005,3,2,0.89434596,NA,70,70,22.4,2023-07-17T21:45:40Z,16,424.3104406824953,-12.805561591457264,-0.0010970670746,-152.32598676,2023-07-17,424.3104406824953,2023-07-17T11:11:00Z,31.128063596187694,13.631122262756534,15.997758950228262,29.628881212984794,0.010971590187123688,0.32507594237183735
95,3,2,0.89434596,NA,70,70,22.4,2023-07-17T21:21:38Z,7,419.278014580532,-13.574312975448718,-0.0010970670746,-152.32598676,2023-07-17,419.278014580532,2023-07-17T11:11:00Z,31.128063596187694,13.469453802834098,15.808021597584872,29.277475400418968,0.010963140020639188,0.3209730622656125
U002,4,2,0.89434596,NA,70,70,22.4,2023-07-17T21:19:09Z,6,1638.832735802923,-14.409934812564105,-0.0010970670746,-152.32598676,2023-07-17,1638.832735802923,2023-07-17T11:15:00Z,31.128063596187694,52.64807850121566,61.788842680721416,114.43692118193707,0.010953954645890916,1.253536844442332
33,4,2,0.89434596,NA,70,70,22.4,2023-07-17T21:16:21Z,5,1541.6173068226667,-14.074462362653849,-0.0010970670746,-152.32598676,2023-07-17,1541.6173068226667,2023-07-17T11:15:00Z,31.128063596187694,49.524998625724706,58.1235333930979,107.6485320188226,0.010957642267685922,1.179574104503792
BH13,5,2,0.89434596,NA,70,70,22.4,2023-07-17T21:43:00Z,15,453.47482959565514,3.3638306905115387,-0.0010970670746,-152.32598676,2023-07-17,453.47482959565514,2023-07-17T11:18:00Z,31.128063596187694,14.568038522357458,17.09734269606534,31.665381218422798,0.011149291773067779,0.3530465743096163
30,5,2,0.89434596,NA,70,70,22.4,2023-07-17T21:13:39Z,4,450.34706886792947,3.620956575602564,-0.0010970670746,-152.32598676,2023-07-17,450.34706886792947,2023-07-17T11:18:00Z,31.128063596187694,14.467558108018137,16.979416863046332,31.446974971064474,0.011152117070190344,0.3507003463806566
32,6,2,0.89434596,NA,70,70,22.4,2023-07-17T21:37:53Z,13,1026.624823697141,-2.7020735254141024,-0.0010970670746,-152.32598676,2023-07-17,1026.624823697141,2023-07-17T11:23:00Z,31.128063596187694,32.98068382971543,38.7067931569401,71.68747698665554,0.011082634983794354,0.7944861403522614
82,6,2,0.89434596,NA,70,70,22.4,2023-07-17T21:24:37Z,8,1002.6136248193076,-1.1158958544096154,-0.0010970670746,-152.32598676,2023-07-17,1002.6136248193076,2023-07-17T11:23:00Z,31.128063596187694,32.20931561390473,37.801499921318296,70.01081553522303,0.011100065983411773,0.7771246719934457
55,7,2,0.89434596,NA,70,70,22.4,2023-07-17T21:40:23Z,14,938.337685899936,0.2213561774717692,-0.0010970670746,-152.32598676,2023-07-17,938.337685899936,2023-07-17T11:27:00Z,31.128063596187694,30.144428451208118,35.37810686156293,65.52253531277105,0.01111476098438456,0.7282673190923473
BH16,7,2,0.89434596,NA,70,70,22.4,2023-07-17T21:05:36Z,1,940.0604376621282,0.9097309980697436,-0.0010970670746,-152.32598676,2023-07-17,940.0604376621282,2023-07-17T11:27:00Z,31.128063596187694,30.1997724579713,35.44305969981574,65.64283215778704,0.011122325333304229,0.7301009350583922
146,8,2,0.89434596,NA,70,70,22.4,2023-07-17T21:35:08Z,12,1420.6557511147564,-3.200859117251282,-0.0010970670746,-152.32598676,2023-07-17,1420.6557511147564,2023-07-17T11:31:00Z,31.128063596187694,45.639066070552055,53.56292487413909,99.20199094469115,0.011077153546838213,1.0988756858463977
92,8,2,0.89434596,NA,70,70,22.4,2023-07-17T21:08:10Z,2,1482.3017472978077,-3.083991042566667,-0.0010970670746,-152.32598676,2023-07-17,1482.3017472978077,2023-07-17T11:31:00Z,31.128063596187694,47.61946539711348,55.88716131196246,103.50662670907595,0.011078437881656357,1.1466917343362906
33,5,3,0.89869069,A,70,70,21.9,2023-07-19T02:04:39Z,21,446.3403081757154,28.76431973994872,-0.0010970670746,-152.32598676,2023-07-19,446.3403081757154,2023-07-18T11:35:00Z,31.559382398430692,14.14287207971186,16.938758538615218,31.081630618327075,0.011428314182923232,0.3552106400238083
BH21,5,3,0.89869069,A,70,70,21.9,2023-07-19T01:48:34Z,14,445.3726382736321,29.58893629181624,-0.0010970670746,-152.32598676,2023-07-19,445.3726382736321,2023-07-18T11:35:00Z,31.559382398430692,14.112210202686935,16.902035153977454,31.01424535666439,0.011437369893104083,0.3547213960996564
BH05,5,3,0.89869069,B,70,70,21.9,2023-07-19T01:18:00Z,1,457.9363361471739,36.68568438115812,-0.0010970670746,-152.32598676,2023-07-19,457.9363361471739,2023-07-18T11:49:00Z,31.559382398430692,14.510307279332089,17.378831537216627,31.889138816548712,0.01151529755423676,0.3672129222209199
30,5,3,0.89869069,B,70,70,21.9,2023-07-19T01:34:52Z,8,439.91129074578333,29.89023457467949,-0.0010970670746,-152.32598676,2023-07-19,439.91129074578333,2023-07-18T11:49:00Z,31.559382398430692,13.93916031663719,16.69477525525176,30.63393557188895,0.011440678625866485,0.3504730119234809
72,5,3,0.89869069,C,70,70,21.9,2023-07-19T01:37:12Z,9,433.9795993668859,28.764312333910254,-0.0010970670746,-152.32598676,2023-07-19,433.9795993668859,2023-07-18T11:56:00Z,31.559382398430692,13.751206975091685,16.469665655799734,30.22087263089142,0.01142831410159143,0.34537362485001494
147,5,3,0.89869069,C,70,70,21.9,2023-07-19T01:53:02Z,16,437.3991716309064,31.666137356038465,-0.0010970670746,-152.32598676,2023-07-19,437.3991716309064,2023-07-18T11:56:00Z,31.559382398430692,13.859560561383365,16.599439525254486,30.45900008663785,0.011460180403555599,0.3490656359047854
74,5,3,0.89869069,D,70,70,21.9,2023-07-19T02:30:08Z,32,441.4015270884436,25.011556505692308,-0.0010970670746,-152.32598676,2023-07-19,441.4015270884436,2023-07-18T12:01:00Z,31.559382398430692,13.986380389699658,16.751330204718375,30.737710594418033,0.011387100282627093,0.35001339299700734
5,5,3,0.89869069,D,70,70,21.9,2023-07-19T01:57:39Z,18,468.43120878478805,26.193895776551283,-0.0010970670746,-152.32598676,2023-07-19,468.43120878478805,2023-07-18T12:01:00Z,31.559382398430692,14.84285094273838,17.777115336026213,32.61996627876459,0.011400085435496825,0.37187040248094183
79,6,3,0.89869069,A,70,70,21.9,2023-07-19T01:44:00Z,12,1018.1243273588718,10.521450604376923,-0.0010970670746,-152.32598676,2023-07-19,1018.1243273588718,2023-07-18T12:09:00Z,31.559382398430692,32.260590987024464,38.63814633706048,70.89873732408495,0.011227933612087857,0.7960463158556813
8G,6,3,0.89869069,A,70,70,21.9,2023-07-19T02:27:44Z,31,1207.5710370102563,7.167126067533333,-0.0010970670746,-152.32598676,2023-07-19,1207.5710370102563,2023-07-18T12:09:00Z,31.559382398430692,38.26345591193519,45.82771002185462,84.09116593378981,0.011191080704889797,0.9410710245333214
70,6,3,0.89869069,B,70,70,21.9,2023-07-19T02:11:34Z,24,992.1950820859358,10.22843126936282,-0.0010970670746,-152.32598676,2023-07-19,992.1950820859358,2023-07-18T12:13:00Z,31.559382398430692,31.438989190589272,37.65412312266174,69.093112313251,0.011224714410447133,0.7755504534451907
U002,6,3,0.89869069,B,70,70,21.9,2023-07-19T01:46:16Z,13,1067.4440983331667,9.733664033098718,-0.0010970670746,-152.32598676,2023-07-19,1067.4440983331667,2023-07-18T12:13:00Z,31.559382398430692,33.8233519546392,40.50984753995632,74.33319949459552,0.011219278695973268,0.8339648814932464
95,6,3,0.89869069,C,70,70,21.9,2023-07-19T01:20:18Z,2,1020.0226738724745,11.093714253294872,-0.0010970670746,-152.32598676,2023-07-19,1020.0226738724745,2023-07-18T12:23:00Z,31.559382398430692,32.320742560640085,38.710189199037174,71.03093175967726,0.011234220618254145,0.7979771581083694
71,6,3,0.89869069,C,70,70,21.9,2023-07-19T02:16:09Z,26,984.4697203759744,9.164607995839743,-0.0010970670746,-152.32598676,2023-07-19,984.4697203759744,2023-07-18T12:23:00Z,31.559382398430692,31.19420107615692,37.36094315609465,68.55514423225156,0.011213026740559767,0.7687106654791684
U013,6,3,0.89869069,D,70,70,21.9,2023-07-19T02:25:25Z,30,952.6024623469872,8.3382521703,-0.0010970670746,-152.32598676,2023-07-19,952.6024623469872,2023-07-18T12:37:00Z,31.559382398430692,30.184445637135024,36.15157044394369,66.33601608107871,0.011203947810644333,0.7432252621384691
U011,6,3,0.89869069,D,70,70,21.9,2023-07-19T01:25:13Z,4,955.5562606856154,10.579086165466666,-0.0010970670746,-152.32598676,2023-07-19,955.5562606856154,2023-07-18T12:37:00Z,31.559382398430692,30.2780405719578,36.263668042823525,66.54170861478133,0.011228566811838734,0.7471680209549771
92,7,3,0.89869069,A,70,70,21.9,2023-07-19T02:18:31Z,27,1008.0934709046668,13.043030984423076,-0.0010970670746,-152.32598676,2023-07-19,1008.0934709046668,2023-07-18T12:50:00Z,31.559382398430692,31.942750278750538,38.25747210195107,70.20022238070162,0.011255635612861109,0.7901481230589946
98,7,3,0.89869069,A,70,70,21.9,2023-07-19T01:30:09Z,6,1003.1455240038716,13.554859845179488,-0.0010970670746,-152.32598676,2023-07-19,1003.1455240038716,2023-07-18T12:50:00Z,31.559382398430692,31.785968158038276,38.06969592247712,69.8556640805154,0.011261258358716112,0.7866626810303688
029,7,3,0.89869069,B,70,70,21.9,2023-07-19T01:50:47Z,15,922.3809139707948,14.254266617846154,-0.0010970670746,-152.32598676,2023-07-19,922.3809139707948,2023-07-18T12:55:00Z,31.559382398430692,29.226836644834364,35.00465294348377,64.23148958831813,0.011268941656612427,0.7238209086880655
U018,7,3,0.89869069,B,70,70,21.9,2023-07-19T02:23:10Z,29,945.0739260641154,14.178359976269231,-0.0010970670746,-152.32598676,2023-07-19,945.0739260641154,2023-07-18T12:55:00Z,31.559382398430692,29.94589419186827,35.865860065766135,65.8117542576344,0.011268107793798741,0.7415739410740178
BH12,7,3,0.89869069,C,70,70,21.9,2023-07-19T02:13:54Z,25,906.730442550436,14.020444939692307,-0.0010970670746,-152.32598676,2023-07-19,906.730442550436,2023-07-18T13:02:00Z,31.559382398430692,28.730931141273654,34.4107125093597,63.141643650633355,0.011266373033623912,0.7113773113241861
73,7,3,0.89869069,C,70,70,21.9,2023-07-19T02:20:52Z,28,924.0779020314786,13.328771839641025,-0.0010970670746,-152.32598676,2023-07-19,924.0779020314786,2023-07-18T13:02:00Z,31.559382398430692,29.280607914476455,35.06905418727984,64.3496621017563,0.011258774654772099,0.7244983447144024
32,7,3,0.89869069,D,70,70,21.9,2023-07-19T02:00:04Z,19,892.645838132406,14.493893476679489,-0.0010970670746,-152.32598676,2023-07-19,892.645838132406,2023-07-18T13:10:00Z,31.559382398430692,28.284642166406694,33.876197232610366,62.16083939901706,0.011271574037944092,0.7006505035467728
144,7,3,0.89869069,D,70,70,21.9,2023-07-19T01:22:53Z,3,869.6910989405616,17.85259849617949,-0.0010970670746,-152.32598676,2023-07-19,869.6910989405616,2023-07-18T13:10:00Z,31.559382398430692,27.55729145649591,33.005057482591496,60.56234893908741,0.011308469062877942,0.6848674493528887
U048,8,3,0.89869069,A,70,70,21.9,2023-07-19T02:09:18Z,23,1449.128751211346,6.780365342257692,-0.0010970670746,-152.32598676,2023-07-19,1449.128751211346,2023-07-18T13:24:00Z,31.559382398430692,45.91752566372797,54.99490312327011,100.91242878699808,0.011186831309980619,1.1288903179205796
55,8,3,0.89869069,A,70,70,21.9,2023-07-19T02:02:16Z,20,1472.282376732,5.685059757148718,-0.0010970670746,-152.32598676,2023-07-19,1472.282376732,2023-07-18T13:24:00Z,31.559382398430692,46.651178345150704,55.873590673562965,102.52476901871367,0.011174796834082762,1.145693464245388
37,8,3,0.89869069,B,70,70,21.9,2023-07-19T01:27:53Z,5,1431.8242229548075,9.756148524573076,-0.0010970670746,-152.32598676,2023-07-19,1431.8242229548075,2023-07-18T13:29:00Z,31.559382398430692,45.36920922210461,54.33819069915547,99.70739992126008,0.011219525721055255,1.1186697379961201
BH16,8,3,0.89869069,B,70,70,21.9,2023-07-19T01:39:17Z,10,1433.5282023230127,8.423314909898718,-0.0010970670746,-152.32598676,2023-07-19,1433.5282023230127,2023-07-18T13:29:00Z,31.559382398430692,45.42320202040125,54.40285726532508,99.82605928572633,0.011204882377798589,1.118539252535712
BH13,8,3,0.89869069,C,70,70,21.9,2023-07-19T01:55:18Z,17,1407.7921882227693,6.969274920291026,-0.0010970670746,-152.32598676,2023-07-19,1407.7921882227693,2023-07-18T13:34:00Z,31.559382398430692,44.607723004515215,53.42616723620317,98.03389024071839,0.011188906890854037,1.0968920700516023
82,8,3,0.89869069,C,70,70,21.9,2023-07-19T01:32:32Z,7,1456.2777105567563,7.473224396315385,-0.0010970670746,-152.32598676,2023-07-19,1456.2777105567563,2023-07-18T13:34:00Z,31.559382398430692,46.14404972098473,55.266208434343675,101.4102581553284,0.01119444382472374,1.1352314381705564
U005,8,3,0.89869069,D,70,70,21.9,2023-07-19T02:07:00Z,22,1383.0157278190256,8.517630703217948,-0.0010970670746,-152.32598676,2023-07-19,1383.0157278190256,2023-07-18T13:39:00Z,31.559382398430692,43.82264869314416,52.4858925791015,96.30854127224568,0.011205918604321465,1.0792256743977195
81,8,3,0.89869069,D,70,70,21.9,2023-07-19T01:41:36Z,11,1393.8258170108843,8.731883841539744,-0.0010970670746,-152.32598676,2023-07-19,1393.8258170108843,2023-07-18T13:39:00Z,31.559382398430692,44.165180402268994,52.8961389477304,97.0613193499994,0.011208272547553326,1.0878897210999046
NI14,1,3,0.89869069,A,70,70,21.9,2023-07-19T03:38:00Z,61,387.5843941904795,-7.516931407916666,-0.0010970670746,-152.32598676,2023-07-19,387.5843941904795,2023-07-18T14:23:00Z,31.559382398430692,12.281114671298267,14.708952667441814,26.99006733874008,0.01102971924947362,0.29769286527069067
NI24,1,3,0.89869069,A,70,70,21.9,2023-07-19T03:40:18Z,62,378.3549541880423,-7.67057129571282,-0.0010970670746,-152.32598676,2023-07-19,378.3549541880423,2023-07-18T14:23:00Z,31.559382398430692,11.988667883654664,14.358692444951728,26.347360328606392,0.011028030639635342,0.290559496977384
NI20,1,3,0.89869069,B,70,70,21.9,2023-07-19T02:42:40Z,36,387.0240344574731,0.6225576609901026,-0.0010970670746,-152.32598676,2023-07-19,387.0240344574731,2023-07-18T14:30:00Z,31.559382398430692,12.263358945728864,14.687686834985513,26.951045780714377,0.0111191696838346,0.2996732511925577
NI23,1,3,0.89869069,B,70,70,21.9,2023-07-19T02:45:03Z,37,386.65684259909614,0.4537772758186666,-0.0010970670746,-152.32598676,2023-07-19,386.65684259909614,2023-07-18T14:30:00Z,31.559382398430692,12.25172399502732,14.673751785624155,26.92547578065147,0.01111731500457732,0.29933899590161983
NI4,1,3,0.89869069,C,70,70,21.9,2023-07-19T03:42:19Z,63,379.99009381494744,-8.38366384396154,-0.0010970670746,-152.32598676,2023-07-19,379.99009381494744,2023-07-18T14:36:00Z,31.559382398430692,12.040479405384138,14.420746520753825,26.46122592613796,0.011020193178228326,0.29160782143878405
NI22,1,3,0.89869069,C,70,70,21.9,2023-07-19T02:49:38Z,39,378.7673740720667,0.4753786622857436,-0.0010970670746,-152.32598676,2023-07-19,378.7673740720667,2023-07-18T14:36:00Z,31.559382398430692,12.001735943061455,14.37434391246217,26.376079855523624,0.011117552376407538,0.29323744927809164
NI84,1,3,0.89869069,D,70,70,21.9,2023-07-19T02:56:25Z,42,406.8987121242897,-1.8145076293346152,-0.0010970670746,-152.32598676,2023-07-19,406.8987121242897,2023-07-18T14:42:00Z,31.559382398430692,12.89311390784767,15.44193725750949,28.335051165357164,0.011092388797119304,0.3143034041124101
NI13,1,3,0.89869069,D,70,70,21.9,2023-07-19T02:36:18Z,33,402.05463201067823,-0.6288170201441795,-0.0010970670746,-152.32598676,2023-07-19,402.05463201067823,2023-07-18T14:42:00Z,31.559382398430692,12.739622941121644,15.258102856082608,27.997725797204254,0.01110541852084985,0.3109264626099478
NI83,2,3,0.89869069,A,70,70,21.9,2023-07-19T02:38:27Z,34,920.190507234282,-8.549756362562821,-0.0010970670746,-152.32598676,2023-07-19,920.190507234282,2023-07-18T14:49:00Z,31.559382398430692,29.157430763918846,34.921526301924565,64.07895706584343,0.011018367669846974,0.7060455088518015
NI15,2,3,0.89869069,A,70,70,21.9,2023-07-19T02:47:21Z,38,958.9297319885768,-9.39096228231282,-0.0010970670746,-152.32598676,2023-07-19,958.9297319885768,2023-07-18T14:49:00Z,31.559382398430692,30.384933389452517,36.391692365949,66.77662575540151,0.01100912194547225,0.7351520160483782
NI10,2,3,0.89869069,B,70,70,21.9,2023-07-19T02:54:17Z,41,970.4125296476154,-9.715895679685897,-0.0010970670746,-152.32598676,2023-07-19,970.4125296476154,2023-07-18T14:54:00Z,31.559382398430692,30.748780739634174,36.82746823770302,67.57624897733719,0.011005550544586332,0.7437138237336348
NI19,2,3,0.89869069,B,70,70,21.9,2023-07-19T03:33:43Z,59,958.4763603453462,-11.911296680961538,-0.0010970670746,-152.32598676,2023-07-19,958.4763603453462,2023-07-18T14:54:00Z,31.559382398430692,30.370567720393886,36.37448676597904,66.74505448637294,0.010981419824983666,0.7329554645562707
NI1,2,3,0.89869069,C,70,70,21.9,2023-07-19T03:35:56Z,60,1030.3102039907435,-11.55458477875641,-0.0010970670746,-152.32598676,2023-07-19,1030.3102039907435,2023-07-18T15:00:00Z,31.559382398430692,32.646716307159934,39.100604282416754,71.74732058957667,0.010985340699021014,0.7881687609183851
NI25,2,3,0.89869069,C,70,70,21.9,2023-07-19T02:40:22Z,35,965.1455096958204,-8.717870851320512,-0.0010970670746,-152.32598676,2023-07-19,965.1455096958204,2023-07-18T15:00:00Z,31.559382398430692,30.58188837509738,36.62758313311506,67.20947150821243,0.011016519931305235,0.7404144824427136
NI21,2,3,0.89869069,D,70,70,21.9,2023-07-19T03:26:59Z,56,970.0120006879102,-11.81885315078205,-0.0010970670746,-152.32598676,2023-07-19,970.0120006879102,2023-07-18T15:05:00Z,31.559382398430692,30.7360894596006,36.81226803460262,67.54835749420322,0.010982435940509145,0.7418455090666977
NI16,2,3,0.89869069,D,70,70,21.9,2023-07-19T02:51:49Z,40,969.3458827277052,-8.987557673894871,-0.0010970670746,-152.32598676,2023-07-19,969.3458827277052,2023-07-18T15:05:00Z,31.559382398430692,30.71498264731272,36.786988643341125,67.50197129065384,0.011013555801535862,0.7434367275232878
NI86,3,3,0.89869069,A,70,70,21.9,2023-07-19T03:05:13Z,46,399.32582966649744,-4.2986632551,-0.0010970670746,-152.32598676,2023-07-19,399.32582966649744,2023-07-18T16:30:00Z,31.559382398430692,12.653157296460723,15.15454392770214,27.807701224162862,0.011065088942251325,0.3076946873249131
NI77,3,3,0.89869069,A,70,70,21.9,2023-07-19T03:31:28Z,58,388.8179141322629,-6.924001954880769,-0.0010970670746,-152.32598676,2023-07-19,388.8179141322629,2023-07-18T16:30:00Z,31.559382398430692,12.320200351943424,14.755765146762437,27.075965498705862,0.011036235904850191,0.29881674259530266
NI18,3,3,0.89869069,B,70,70,21.9,2023-07-19T03:28:59Z,57,395.86371643254233,-6.797183515834615,-0.0010970670746,-152.32598676,2023-07-19,395.86371643254233,2023-07-18T16:35:00Z,31.559382398430692,12.543455744312249,15.023155614728571,27.56661135904082,0.011037629705492175,0.304270048416307
NI7,3,3,0.89869069,B,70,70,21.9,2023-07-19T03:18:11Z,52,481.0198027678077,-8.754501224475641,-0.0010970670746,-152.32598676,2023-07-19,481.0198027678077,2023-07-18T16:35:00Z,31.559382398430692,15.24173688493114,18.254856534643405,33.496593419574545,0.01101611732765825,0.3690024031868985
NI2,3,3,0.89869069,C,70,70,21.9,2023-07-19T03:16:16Z,51,430.8701751922077,-6.079564921414103,-0.0010970670746,-152.32598676,2023-07-19,430.8701751922077,2023-07-18T16:40:00Z,31.559382398430692,13.65268083362851,16.35166200628782,30.004342839916333,0.011045516633282739,0.3314134679090137
NI102,3,3,0.89869069,C,70,70,21.9,2023-07-19T03:12:00Z,49,434.9985275731551,-6.094979897258974,-0.0010970670746,-152.32598676,2023-07-19,434.9985275731551,2023-07-18T16:40:00Z,31.559382398430692,13.783493038025536,16.50833430960051,30.29182734762605,0.011045347217588129,0.3345837509097614
NI8,3,3,0.89869069,D,70,70,21.9,2023-07-19T03:20:15Z,53,396.6481389033308,-6.2978132354628205,-0.0010970670746,-152.32598676,2023-07-19,396.6481389033308,2023-07-18T16:45:00Z,31.559382398430692,12.568311188594564,15.05292470029303,27.621235888887593,0.011043118006555115,0.305024567407881
NI89,3,3,0.89869069,D,70,70,21.9,2023-07-19T03:24:38Z,55,418.25556635697694,-6.69777385798718,-0.0010970670746,-152.32598676,2023-07-19,418.25556635697694,2023-07-18T16:45:00Z,31.559382398430692,13.252970577072348,15.872933535645336,29.125904112717684,0.011038722266618313,0.32151276626444664
NI6,4,3,0.89869069,A,70,70,21.9,2023-07-19T03:07:26Z,47,1493.7290218092437,-12.350087906653846,-0.0010970670746,-152.32598676,2023-07-19,1493.7290218092437,2023-07-18T16:52:00Z,31.559382398430692,47.33074313531307,56.687497765915005,104.01824090122808,0.010976596716125692,1.1417662814935914
